"Series Description","Bank credit, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Securities in bank credit, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Treasury and agency securities, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other securities, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Loans and leases in bank credit, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Commercial and industrial loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans: Residential real estate loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans: Residential real estate loans: Revolving home equity loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans: Residential real estate loans: Closed-end residential loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Real estate loans: Commercial real estate loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Consumer loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Consumer loans: Credit cards and other revolving plans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Consumer loans: Other consumer loans, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other loans and leases: All other loans and leases, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","LESS: Allowance for loan and lease losses, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Cash assets, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Total fed funds sold and securities purcased under agreements to resell at all banks","Loans to commercial banks, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other assets, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Total assets, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Deposits, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Large time deposits, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other deposits, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Borrowings, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Other liabilities, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)","Total liabilities, all commercial banks, seasonally adjusted, annual growth rate (break adjusted)"
1986Q2,7.0,6.0,11.5,-2.7,7.3,5.1,11.9,,,,,6.6,,,3.0,,15.6,,14.4,-2.3,6.9,7.7,-7.4,,7.9,-0.2,6.2
1986Q3,11.3,22.6,21.2,25.0,7.8,4.6,13.7,,,,,8.4,,,0.3,,10.9,,17.4,-11.2,9.6,10.2,3.4,,20.6,-4.2,9.8
1986Q4,9.5,11.4,16.9,2.8,9.0,8.8,14.5,,,,,6.7,,,-1.0,,15.6,,6.7,-8.3,8.5,9.7,1.7,,10.6,-2.0,9.3
1987Q1,11.6,8.2,15.7,-4.2,12.6,15.7,21.8,,,,,2.8,,,-4.3,,0.9,,41.7,19.2,10.5,5.9,6.9,,19.6,15.9,10.7
1987Q2,7.5,7.0,3.5,12.9,7.6,2.2,17.4,,,,,0.9,,,5.6,,2.1,,25.9,16.2,7.0,5.0,17.0,,1.3,11.2,6.3
1987Q3,5.9,7.3,11.8,-0.4,5.4,2.6,17.1,,,,,2.6,,,-16.4,,-7.7,,0.0,17.0,2.7,2.3,8.5,,4.0,-13.0,3.7
1987Q4,7.5,4.5,8.1,-1.4,8.5,5.2,15.7,,51.8,,,6.3,,,-1.8,,-4.8,,-5.6,11.5,6.3,4.3,14.6,,4.2,21.3,5.9
1988Q1,8.0,8.2,8.4,7.7,7.9,3.6,11.2,,37.8,,,14.2,,,-1.1,,5.5,,-4.9,-9.3,4.7,4.8,7.8,,18.1,-14.4,5.4
1988Q2,9.5,10.2,11.7,7.4,9.3,10.0,14.1,,27.2,,,3.5,,,1.3,,5.2,,6.4,4.0,9.9,7.6,4.7,,20.2,4.1,9.8
1988Q3,7.5,2.0,4.0,-1.6,9.3,7.3,14.3,,29.4,,,6.4,,,2.3,,3.4,,2.1,9.4,7.1,5.9,11.0,,-1.4,13.1,5.4
1988Q4,6.1,2.6,7.5,-6.2,7.1,4.4,13.0,,33.8,,,5.7,,,-3.4,,-2.9,,-4.9,17.0,5.4,5.9,14.4,,2.8,3.9,5.0
1989Q1,5.4,0.1,8.2,-15.3,7.1,7.4,15.3,,27.8,,,4.6,,,-20.8,,0.6,,-7.8,16.1,6.0,6.0,12.8,,9.5,-3.7,6.2
1989Q2,7.6,4.9,15.1,-15.4,8.4,6.0,12.2,,24.4,,,5.0,,,8.0,,-13.1,,23.8,14.8,5.9,3.3,13.0,,12.0,14.3,5.3
1989Q3,8.7,1.8,8.0,-11.4,10.7,7.4,15.2,,23.0,,,5.2,,,13.5,,7.4,,38.8,2.0,8.9,6.1,6.0,,13.7,11.4,8.3
1989Q4,8.4,12.1,18.6,-2.6,7.3,2.7,13.5,,18.9,,,5.2,,,-0.2,,2.6,,13.0,0.3,7.1,6.8,1.4,,11.1,-3.0,7.1
1990Q1,7.0,15.4,24.1,-5.5,4.6,-1.1,11.9,,20.8,,,3.6,,,-7.1,,0.5,,40.3,6.0,6.2,4.9,-4.2,,5.8,7.6,5.8
1990Q2,5.9,6.8,11.9,-6.0,5.6,2.3,12.3,,19.7,,,-0.7,,,-1.3,,-1.5,,13.1,-1.0,5.7,3.8,-3.9,,9.0,-12.4,5.3
1990Q3,4.7,8.5,13.2,-4.3,3.5,-0.7,9.1,,22.5,,,-2.1,,,2.4,,-5.7,,11.6,11.6,7.4,4.6,-5.5,,16.5,7.3,7.1
1990Q4,3.2,3.6,6.4,-4.3,3.1,-0.7,6.6,,20.7,,,1.9,,,1.3,,-18.4,,18.5,6.6,0.6,0.7,-9.6,,-11.2,2.2,-0.9
1991Q1,2.2,7.5,8.0,5.8,0.5,-2.8,6.3,,14.8,,,-4.6,,,-6.2,,-9.8,,-65.4,14.3,-0.3,6.6,9.7,,-37.3,17.7,-1.5
1991Q2,3.6,13.2,16.7,2.9,0.6,-5.2,4.7,,13.2,,,-0.2,,,0.6,,6.9,,-81.6,-6.8,1.7,6.6,0.9,,-17.4,-6.8,0.4
1991Q3,1.9,16.0,22.1,-2.2,-2.7,-5.9,-0.3,,9.7,,,-1.4,,,-6.5,,-0.8,,-30.3,-5.1,1.7,4.0,-5.1,,-4.7,-30.3,0.2
1991Q4,6.5,23.6,31.0,0.4,0.7,-1.9,0.7,,10.5,,,0.2,,,10.8,,2.5,,-22.4,11.0,6.6,1.9,-12.1,,16.6,-2.3,6.0
1992Q1,4.9,16.1,20.2,1.8,0.9,-6.4,2.8,,6.8,,,3.3,,,9.6,,2.6,,11.0,-22.1,4.6,4.0,-13.0,,13.3,-14.4,4.8
1992Q2,2.3,9.2,13.6,-6.5,-0.2,-5.4,2.5,,4.8,,,1.0,,,-0.7,,-7.8,,0.0,-0.2,0.9,-1.0,-19.1,,-7.5,3.1,-0.3
1992Q3,4.2,16.3,21.3,-2.7,-0.3,-3.2,0.9,,5.2,,,1.1,,,-0.5,,0.5,,-58.4,13.9,3.1,-0.3,-11.4,,0.3,18.6,1.0
1992Q4,5.0,12.1,16.0,-3.1,2.1,-1.1,3.6,,4.2,,,1.1,,,6.7,,1.0,,-4.8,2.4,4.7,2.2,-17.3,,4.9,6.3,3.5
1993Q1,3.9,9.3,11.6,-0.2,1.7,-2.2,1.1,,4.1,,,9.0,,,2.5,,-4.3,,-56.6,0.2,1.3,-0.8,-13.8,,1.5,10.0,0.9
1993Q2,6.6,14.9,15.8,10.9,3.2,-3.5,4.5,,4.6,,,8.9,,,5.3,,10.2,,-2.3,10.0,7.5,3.6,-5.5,,6.4,9.3,6.4
1993Q3,5.0,4.4,4.7,3.1,5.3,-0.9,5.2,,-4.5,,,11.8,,,11.3,,15.8,,-8.0,2.8,6.5,1.3,-15.1,,10.2,-10.8,5.2
1993Q4,3.9,2.8,4.5,-4.7,4.4,-1.8,5.8,,-5.9,,,12.4,,,-1.0,,-6.4,,-1.2,-5.7,2.5,0.5,-7.9,,8.4,-13.0,1.5
1994Q1,6.3,7.1,9.1,-1.8,6.0,4.4,5.3,,-2.8,,,12.4,,,1.0,,1.4,,18.7,-1.6,7.8,-0.3,-6.6,,13.1,-57.0,7.5
1994Q2,7.0,6.6,5.8,10.1,7.2,9.9,5.0,,1.9,,,15.6,,,-6.4,,-7.9,,22.3,7.9,5.8,-1.9,-4.0,,18.6,42.7,6.0
1994Q3,6.9,-1.1,-2.3,4.8,10.3,10.9,8.2,,3.7,,,17.8,,,2.7,,-11.8,,46.6,7.2,7.2,1.2,9.5,,20.7,21.8,6.8
1994Q4,5.3,-8.8,-10.9,0.4,11.2,10.8,9.4,,4.6,,,16.2,,,10.2,,-2.5,,52.1,-1.0,4.7,0.6,14.9,,14.0,-8.7,3.9
1995Q1,6.5,-7.7,-5.5,-17.5,12.1,15.6,10.9,,4.1,,,11.6,,,9.1,,9.8,,55.3,9.1,8.1,2.0,17.1,,18.8,-30.5,8.4
1995Q2,12.1,14.0,-2.3,87.4,11.4,11.9,9.7,,5.8,,,12.4,,,16.4,,-4.8,,2.9,-7.6,13.1,3.7,19.8,,16.3,69.8,12.2
1995Q3,7.9,-0.1,-0.1,-0.5,10.9,10.0,9.6,,7.1,,,10.0,,,22.8,,9.3,,26.3,-1.6,7.9,7.9,15.6,,15.9,-6.8,7.9
1995Q4,4.2,-0.6,1.1,-6.7,6.0,5.1,4.3,,3.1,,,4.6,,,19.5,,6.8,,-7.5,17.6,4.8,3.1,7.1,,-2.3,1.3,3.6
1996Q1,7.2,-1.6,-3.0,3.3,10.4,7.3,4.6,,5.2,,,23.5,,,19.0,,1.9,,2.1,12.7,7.0,5.4,6.7,,17.5,28.5,8.3
1996Q2,7.0,1.2,-2.2,13.9,9.1,6.8,3.8,,2.1,,,20.1,,,15.3,,-3.7,,15.3,-3.2,5.7,4.8,17.5,,20.3,9.2,6.4
1996Q3,4.5,-0.2,0.7,-3.3,6.1,7.3,4.9,,4.2,,,3.7,,,13.2,,4.0,,89.8,6.6,3.7,4.6,19.2,,10.0,-8.8,4.0
1996Q4,7.8,0.5,1.6,-3.4,10.3,11.4,9.0,,14.7,,,9.3,,,15.2,,10.2,,-30.1,8.5,6.4,8.9,34.5,,10.3,55.6,6.1
1997Q1,7.5,2.8,-0.8,15.4,9.1,8.7,8.6,,13.0,,,6.2,,,18.2,,3.1,,-13.6,20.5,10.6,7.3,24.6,,23.1,11.2,11.3
1997Q2,10.0,11.1,9.9,15.0,9.7,10.3,9.0,,16.1,,,6.0,,,18.5,,17.4,,14.7,19.1,9.8,6.8,24.2,,22.3,14.2,10.0
1997Q3,8.8,6.4,6.2,7.2,9.7,7.8,11.8,,18.9,,,6.4,,,11.9,,16.1,,-53.2,13.4,8.5,10.3,33.1,,16.1,9.1,9.8
1997Q4,8.7,17.3,15.9,22.5,5.9,8.4,6.0,,10.8,,,0.6,,,9.4,,14.6,,-25.2,11.0,9.9,7.9,14.7,,21.3,-21.0,8.9
1998Q1,12.9,18.7,15.4,29.6,11.0,10.6,7.4,,6.0,,,11.0,,,26.5,,2.2,,18.9,-0.7,12.8,7.4,14.8,,18.4,18.2,12.5
1998Q2,7.6,2.8,-1.8,17.5,9.2,8.4,8.2,,-1.0,,,7.3,,,18.5,,-12.1,,37.5,18.0,7.4,6.5,8.1,,18.7,-25.2,7.4
1998Q3,6.9,6.4,1.1,22.9,7.0,12.7,1.1,,-1.4,,,5.1,,,19.9,,-6.2,,16.5,6.9,8.0,4.2,6.3,,11.3,17.2,9.1
1998Q4,11.2,15.0,9.1,32.3,9.9,14.7,8.5,,-4.2,,,4.7,,,13.4,,-9.5,,-48.2,8.7,12.1,7.9,15.0,,20.8,4.0,11.9
1999Q1,2.2,2.6,5.9,-6.6,2.1,0.4,5.6,,-2.5,,,1.8,,,-6.6,,11.2,,34.7,12.6,0.6,3.5,3.9,,4.4,2.6,0.1
1999Q2,3.2,2.7,3.3,0.9,3.4,2.1,2.9,,3.2,,,4.8,,,5.5,,5.8,,56.1,1.7,1.5,2.2,1.0,,6.2,-12.3,1.8
1999Q3,6.9,6.1,3.2,14.6,7.1,9.4,10.0,,-2.5,,,5.2,,,-5.4,,-4.2,,-29.7,8.4,5.3,2.7,6.5,,15.0,8.8,6.8
1999Q4,8.7,6.4,1.4,20.4,9.5,10.2,13.5,,10.2,,,6.7,,,-2.4,,22.3,,105.1,3.4,9.9,7.7,37.9,,7.7,51.3,8.7
2000Q1,9.3,3.0,3.9,0.5,11.4,9.3,15.9,,27.9,,,8.8,,,3.5,,7.4,,18.2,31.6,11.3,7.7,22.3,,18.2,33.7,11.3
2000Q2,10.3,5.0,-0.8,20.6,12.0,14.0,17.5,,21.9,,,4.6,,,-2.1,,3.7,,-11.4,19.4,11.4,7.9,12.0,,9.4,20.3,11.9
2000Q3,7.5,6.3,-1.1,24.9,7.9,8.4,14.4,,23.5,,,-2.8,,,-1.5,,-10.4,,71.1,11.5,7.3,8.8,17.8,,3.9,3.5,7.7
2000Q4,2.8,-5.5,-12.3,10.7,5.4,3.7,4.3,,21.3,,,9.5,12.8,5.3,7.1,,-6.1,,12.4,11.6,4.8,4.6,2.5,,-0.4,-3.4,3.5
2001Q1,5.8,4.2,-7.5,30.7,6.3,4.4,6.3,,15.0,,,7.9,12.5,1.7,8.3,,7.1,,2.7,17.7,9.3,9.8,7.4,,13.9,34.0,10.2
2001Q2,4.2,4.1,-3.1,18.9,4.2,-4.2,9.4,,12.7,,,6.9,8.9,4.3,-2.6,,-11.5,,-5.8,14.0,5.0,9.3,7.2,,-2.1,25.9,4.1
2001Q3,3.6,11.6,11.9,11.1,1.1,-8.1,3.9,,18.7,,,6.3,9.7,1.7,2.3,,30.2,,-3.9,18.2,7.0,9.0,-1.9,,4.5,9.9,6.9
2001Q4,3.2,13.5,17.9,4.9,-0.0,-10.3,4.7,,27.6,,,4.7,9.9,-2.7,-4.9,,1.8,,20.1,31.4,3.9,7.1,8.1,,-1.2,-12.5,2.0
2002Q1,1.8,8.5,1.6,22.5,-0.3,-7.9,5.1,,28.3,,,1.9,1.9,1.8,-11.8,,-2.4,,-6.4,-9.8,-1.4,8.2,10.8,,-4.7,-31.9,-1.3
2002Q2,3.2,9.4,14.8,-1.0,1.1,-9.1,5.2,,36.5,,,7.8,14.3,-1.8,-7.0,,3.8,,50.0,-14.4,2.0,2.7,8.3,,-2.1,28.8,1.3
2002Q3,8.5,13.4,27.2,-14.4,6.8,-8.2,16.3,,35.4,,,5.1,4.1,6.8,-0.4,,12.2,,26.1,-2.3,10.7,7.5,3.9,,15.0,59.0,11.6
2002Q4,16.5,23.1,31.8,3.7,14.2,-4.3,27.1,,30.2,,,9.5,6.7,13.7,2.0,,3.8,,24.2,30.3,17.4,10.2,-3.3,,27.7,24.3,16.7
2003Q1,12.8,16.3,20.1,7.5,11.6,-7.2,21.4,,26.9,,,16.2,20.7,9.6,-8.5,,-0.5,,-48.1,17.5,12.2,6.0,1.7,,8.0,16.9,9.7
2003Q2,10.7,16.2,22.9,-0.1,8.7,-7.5,14.3,,26.9,,,5.1,4.7,5.7,22.6,,5.9,,-34.8,11.0,11.5,8.2,-4.2,,16.8,-17.6,10.3
2003Q3,3.7,-5.3,-16.3,23.4,6.9,-12.0,16.6,,26.2,,,1.3,0.3,3.0,4.6,,9.0,,-52.8,24.9,4.1,9.8,-1.1,,0.1,-14.7,4.9
2003Q4,-3.2,4.2,9.0,-7.0,-5.9,-12.3,-4.5,,30.4,,,1.0,1.1,0.9,-16.0,,-16.8,,16.4,-8.6,-3.8,-0.1,-1.5,,-18.3,-24.6,-5.0
2004Q1,6.5,17.3,21.1,8.0,2.6,-9.4,5.4,,42.2,,,3.7,4.9,2.0,8.3,,8.2,,58.8,0.9,7.4,9.8,15.7,,12.3,1.3,8.2
2004Q2,10.7,7.1,8.6,3.1,12.1,-2.1,19.3,,38.5,,,5.9,8.5,1.8,10.7,,14.5,,60.3,32.0,9.6,14.6,21.9,,4.7,-11.7,8.1
2004Q3,5.8,1.4,-1.3,8.3,7.5,7.8,8.1,,36.6,,,2.4,4.8,-1.3,14.6,,-6.4,,6.6,25.4,9.9,9.4,24.5,,9.6,-1.8,10.3
2004Q4,8.6,2.4,-7.1,26.2,10.8,6.7,15.3,15.2,39.3,8.6,15.3,2.5,4.6,-0.7,9.8,,-7.5,,-68.8,12.1,6.0,8.6,9.4,,-2.1,3.5,4.2
2005Q1,12.9,16.5,15.3,19.3,11.6,14.4,13.9,13.3,20.3,11.2,14.8,4.0,7.3,-1.4,8.7,,5.6,,-120.4,9.2,7.6,7.9,19.6,,-9.9,16.0,5.3
2005Q2,8.8,2.0,-6.8,22.0,11.3,14.7,15.3,15.5,17.9,14.8,14.8,-0.3,-0.1,-0.8,4.1,,0.8,,23.5,6.6,9.0,7.0,18.2,,6.2,8.1,7.4
2005Q3,10.4,1.4,-4.8,14.6,13.6,10.9,17.7,17.4,13.9,18.4,18.1,4.1,1.6,8.1,13.1,,5.2,,-10.1,1.5,8.7,10.4,19.0,,5.6,3.6,9.2
2005Q4,6.7,-3.4,-4.9,-0.5,10.2,11.5,10.9,7.8,2.3,9.4,16.3,2.9,3.1,2.5,18.2,,-3.9,,-17.6,10.2,7.2,8.0,15.9,,8.5,1.4,7.5
2006Q1,8.2,3.9,-0.5,12.9,9.7,13.2,10.0,6.7,3.1,7.8,15.5,2.1,2.3,1.8,15.6,,-6.1,,34.1,13.9,8.4,7.5,19.8,,18.1,10.6,7.9
2006Q2,11.1,10.8,11.2,10.3,11.2,16.7,10.8,8.6,1.4,10.7,14.5,7.2,7.4,6.9,10.0,,-15.0,,-41.8,20.5,12.1,8.2,25.1,,7.7,27.2,12.3
2006Q3,9.0,2.2,2.5,1.7,11.2,17.9,11.1,9.7,2.0,12.0,13.4,6.1,7.2,4.1,8.0,,-6.6,,-12.8,13.3,7.8,6.8,18.7,,8.3,21.8,8.0
2006Q4,5.5,-1.6,-7.5,9.8,7.8,7.8,8.3,6.7,0.3,8.4,10.8,4.4,2.4,7.7,11.4,,10.9,,36.8,2.4,7.3,6.5,12.7,,19.1,5.0,6.5
2007Q1,7.6,5.7,-2.9,21.7,8.2,11.1,7.7,7.4,3.1,8.5,8.3,7.1,7.2,7.0,7.8,,3.0,,42.6,4.4,8.5,7.8,5.0,,11.6,-1.2,8.4
2007Q2,7.5,5.1,-5.3,23.3,8.2,12.7,7.5,7.2,2.0,8.6,7.9,5.0,6.8,2.1,10.1,,-11.8,,-10.5,11.3,8.0,9.2,7.3,,10.1,-0.9,9.7
2007Q3,9.8,6.6,-2.3,21.0,10.8,18.8,6.9,5.9,6.1,5.9,8.4,5.3,6.8,3.0,29.7,,-3.9,,-9.8,15.6,10.6,6.1,10.7,,19.4,8.7,12.1
2007Q4,9.3,4.8,-13.2,32.6,10.6,24.5,5.6,3.1,11.2,0.9,9.6,6.7,8.8,3.4,19.9,,13.5,,2.0,12.9,12.7,11.7,36.2,,10.8,6.0,12.6
2008Q1,5.4,-5.7,-6.9,-4.1,8.8,17.9,4.4,0.4,9.9,-2.2,10.5,5.8,6.2,5.3,20.8,,6.0,,14.4,17.1,9.5,7.5,15.2,,10.0,17.4,8.8
2008Q2,2.7,1.2,-1.8,5.3,3.2,11.4,0.5,-4.6,12.2,-9.4,8.2,7.7,5.7,10.9,-5.9,,-2.2,,1.4,5.6,0.0,4.2,3.5,,10.9,-13.8,2.0
2008Q3,-0.5,-1.8,5.2,-11.4,-0.1,7.7,-4.5,-10.5,13.0,-17.5,4.2,5.1,4.1,6.7,-0.3,,21.9,,-54.6,4.7,-0.5,5.1,0.6,,7.7,-20.7,3.1
2008Q4,2.7,-1.1,10.3,-17.0,3.8,13.8,-1.1,-4.0,12.2,-9.2,2.9,1.5,1.3,1.8,14.1,,568.5,,-11.7,27.0,21.6,4.4,-29.1,,16.1,21.1,25.5
2009Q1,-4.1,-0.5,9.1,-14.9,-5.1,-12.1,-1.6,-2.2,8.7,-5.9,-0.7,5.0,3.4,7.5,-25.6,,40.2,,-60.6,-7.4,-4.2,4.9,-21.9,,-22.3,-10.6,-6.9
2009Q2,-3.8,6.3,2.5,12.3,-6.7,-17.0,-2.1,-1.8,2.6,-3.3,-2.5,-4.1,-7.2,0.9,-14.9,,23.6,,108.4,-6.6,-5.8,7.4,0.6,,-13.4,-5.8,-5.8
2009Q3,-7.2,11.8,21.0,-2.5,-12.8,-27.5,-8.4,-9.9,-3.9,-12.1,-6.3,-7.1,-8.6,-5.0,-16.7,,5.8,,64.6,4.7,-12.3,3.8,-0.5,,-39.1,-10.5,-12.9
2009Q4,-8.8,5.7,14.6,-9.0,-13.4,-23.5,-10.9,-11.8,-5.0,-14.2,-9.6,-7.6,-13.2,1.0,-18.2,19.5,105.6,,-86.2,-5.8,-3.1,4.2,-1.5,6.0,-35.1,-19.9,-5.1
2010Q1,-7.4,2.6,10.5,-11.4,-10.7,-20.2,-7.9,-7.1,-4.2,-8.2,-8.9,-9.2,-15.0,-0.5,-11.2,-0.8,12.7,,-74.4,ND,-1.6,1.2,-5.9,3.4,ND,ND,-15.7
2010Q2,-6.3,0.4,9.5,-16.4,-8.5,-14.3,-6.3,-4.4,-3.4,-4.8,-8.8,-11.5,-14.6,-7.0,-4.9,-5.0,-30.7,-11.7,-267.1,0.5,-9.2,-0.5,-24.7,7.0,28.4,21.5,3.4
2010Q3,0.4,13.3,21.4,-2.8,-4.1,-3.2,-4.6,-1.6,-3.6,-0.9,-8.8,-6.7,-11.6,0.2,2.7,-15.3,-4.2,6.6,30.1,-0.1,0.5,3.8,2.7,4.1,-17.9,26.9,0.7
2010Q4,0.7,9.2,13.9,-0.7,-2.4,-0.2,-3.6,0.9,-5.9,3.5,-9.9,-7.2,-8.0,-5.9,9.0,-17.3,-7.2,0.0,202.0,6.1,1.3,5.0,-1.7,6.9,-12.4,9.6,-0.4
2011Q1,-2.4,-2.5,-1.3,-5.2,-2.4,4.2,-5.9,-4.2,-6.5,-3.4,-8.4,-4.5,-5.1,-3.9,9.6,-17.5,70.1,-18.6,-21.3,-10.3,3.1,3.8,-6.6,6.7,-19.0,-31.5,2.2
2011Q2,-1.0,2.0,5.4,-5.7,-2.2,7.8,-7.7,-8.2,-6.3,-8.8,-7.1,-3.4,-6.7,1.0,12.9,-22.8,87.1,-5.8,18.2,2.8,9.5,9.9,8.1,10.3,-21.0,5.0,11.1
2011Q3,2.4,2.5,1.4,5.0,2.3,10.6,-1.9,0.9,-5.7,3.4,-6.0,0.4,0.1,0.7,12.7,-22.0,19.1,30.7,-257.7,-0.0,4.9,9.5,-37.8,22.2,-13.9,24.1,5.4
2011Q4,3.9,5.2,5.7,4.1,3.4,10.3,0.5,3.9,-5.3,7.1,-4.5,-1.7,-4.3,1.9,13.9,-15.1,-7.2,26.8,0.0,0.3,2.9,3.0,-18.9,8.1,-8.3,5.4,2.2
2012Q1,4.4,10.1,12.0,5.8,2.3,10.7,-1.8,-0.9,-5.6,0.7,-3.0,0.4,-1.3,2.6,10.2,-15.5,-1.6,3.7,56.6,-11.0,2.1,5.0,-10.9,8.4,-13.3,3.7,0.9
2012Q2,3.6,6.1,10.8,-4.7,2.7,11.3,-0.9,-0.3,-6.5,1.8,-2.0,1.1,-0.1,2.5,7.1,-19.2,-14.3,8.4,-6.6,0.2,1.4,5.3,-2.9,7.0,-4.4,-4.0,2.4
2012Q3,4.6,9.0,9.7,7.3,2.9,12.4,-0.8,-0.7,-8.3,1.8,-1.0,0.0,-0.9,1.2,7.1,-15.6,-0.6,12.4,3.4,-2.9,3.6,8.5,8.0,8.6,-2.7,-4.3,3.2
2012Q4,2.8,5.0,0.8,14.9,1.9,10.1,-0.8,-2.0,-9.1,0.3,1.0,1.1,0.6,1.9,0.5,-19.9,8.0,18.6,-16.7,-2.5,3.6,9.3,1.9,10.8,-4.8,-9.4,2.5
2013Q1,2.7,1.3,-2.3,9.6,3.3,8.7,-0.3,-1.8,-8.1,0.1,2.2,1.6,0.7,2.7,12.1,-15.8,44.1,8.7,3.5,-5.9,7.4,6.4,8.7,5.9,3.0,-10.7,8.6
2013Q2,1.2,-2.7,-7.8,8.8,2.7,5.7,-0.8,-3.5,-10.4,-1.4,3.2,4.5,2.8,6.6,10.6,-15.5,41.0,-17.1,55.2,-12.4,4.8,4.8,-1.9,6.1,-6.4,-4.0,7.0
2013Q3,-0.7,-7.3,-12.1,2.9,1.9,5.8,-2.4,-7.6,-7.5,-7.6,5.2,2.2,-1.1,6.3,13.6,-18.0,50.8,-26.3,45.5,-10.2,5.4,5.8,10.5,4.9,-4.6,-31.6,6.8
2013Q4,3.0,0.8,-1.4,5.5,3.9,6.7,-0.4,-5.6,-7.4,-5.1,7.1,4.5,2.4,7.0,15.9,-16.7,46.8,-15.5,-57.1,-8.7,8.7,8.2,4.3,9.0,6.6,-17.3,8.5
2014Q1,5.8,5.6,7.3,2.4,5.9,13.3,1.7,-1.7,-6.2,-0.3,6.5,4.2,2.3,6.5,12.0,-17.7,16.2,4.0,-34.9,-0.2,7.3,7.6,11.1,7.0,7.9,-10.0,7.6
2014Q2,6.8,6.7,11.1,-2.1,6.8,12.1,3.4,1.0,-3.4,2.4,6.7,6.7,4.8,8.9,11.0,-11.5,12.7,27.1,27.8,1.4,8.1,7.8,8.2,7.7,21.4,-14.4,9.0
2014Q3,7.1,7.9,13.7,-4.4,6.8,11.1,3.0,0.0,-4.0,1.2,6.9,5.4,3.9,7.3,15.8,-12.1,15.4,8.3,-19.5,0.4,8.2,4.8,-3.7,6.5,18.8,7.4,8.5
2014Q4,5.6,6.0,11.0,-5.0,5.5,9.5,1.6,-1.9,-2.6,-1.7,6.3,2.0,0.2,4.1,17.5,-10.5,2.6,-13.2,-44.4,7.6,4.9,4.8,7.0,4.4,8.5,33.1,4.4
2015Q1,10.7,11.2,15.1,2.3,10.5,12.9,8.4,2.0,-3.2,3.5,16.6,3.7,3.3,4.2,22.3,-7.9,-10.6,13.0,53.8,10.9,6.9,8.2,6.1,8.6,5.3,33.0,5.8
2015Q2,7.4,7.6,9.9,2.1,7.4,10.9,4.5,1.6,-5.1,3.5,8.1,6.0,5.1,7.0,13.1,-5.7,-12.9,0.8,-23.7,-9.3,2.1,3.4,-4.5,4.9,8.2,-28.4,1.9
2015Q3,5.3,1.1,3.3,-4.3,6.9,8.4,5.0,0.3,-5.8,2.0,10.7,6.9,7.0,6.8,11.3,-0.3,-11.1,-10.0,-39.6,-3.3,1.3,4.4,3.0,4.7,-1.3,-16.9,0.9
2015Q4,6.4,4.0,6.5,-2.0,7.3,8.3,5.6,1.2,-2.8,2.3,10.7,7.7,7.2,8.4,10.8,-1.2,2.1,-4.4,60.0,-4.3,4.5,3.5,-2.4,4.5,12.7,-8.6,4.0
2016Q1,7.3,7.1,8.8,2.7,7.4,7.4,6.7,2.7,-5.6,5.0,11.3,7.4,6.2,8.8,9.8,2.1,-20.6,8.4,-24.3,6.2,2.6,3.1,-6.2,4.8,7.1,6.9,2.6
2016Q2,7.0,7.4,8.6,4.4,6.9,7.7,6.4,3.4,-6.3,6.0,9.7,7.5,7.0,8.0,6.7,4.8,1.2,-4.5,51.9,-1.5,5.1,6.6,-6.2,8.8,7.6,1.4,5.6
2016Q3,6.9,9.9,11.8,5.1,5.8,3.2,7.0,4.1,-6.0,6.7,10.3,6.9,6.7,7.2,4.6,1.2,-13.7,17.6,52.5,3.5,3.7,5.0,-16.0,8.5,4.7,6.5,3.6
2016Q4,5.1,6.0,9.5,-3.2,4.8,4.6,5.3,2.3,-10.2,5.4,8.6,5.5,5.1,5.8,2.8,3.3,-26.6,-10.7,-2.9,-1.8,-0.6,2.8,-17.1,6.0,-4.0,-22.7,-1.3
